cl,vf,r,x,y,z,vx,vy,vz,p,xx,xy,xz,yy,yz,zz
164,3.7288523397343870548e-05,0.020725047067944528389,1.6828391587490914016,0.5630442655902317961,0.91520370062136657818,0.35741551403348398308,0.0933400920157500813,0.092132004689639446227,-0.024592610312164839975,2.8320402575221033104,0.94754129694877164969,1.5401725204526044433,0.31710601415235822875,0.51529071602502751759,0.83771015691980654783
165,2.5476361236515278229e-06,0.0084725914077017124709,1.2653929944182720213,0.15414002301299312148,2.192755508932388242,-0.12212509360273271497,0.070295977787063701481,-0.013527708019780019036,0.081661693695316089903,1.6012369856144765823,0.19504673857654800107,2.7746980335322146693,0.023775795236235505725,0.33799241534828733391,4.808193603430909846
166,2.5525669334668135533e-06,0.0084780539635243411939,1.3728812885657166731,0.21154313302287558463,1.2140638213243371002,0.51610139714000802247,-0.50108468994922450435,0.018539877117333902756,0.025598913505429737175,1.8848257926968534637,0.2904246605742283327,1.6667707589789850786,0.044765415949838884002,0.25682474625157108994,1.4739668375817278623
167,1.3357775026914151065e-06,0.0068320101855304550542,1.335380387632729926,0.25991504893521699682,0.5275859995509692979,0.84844956594588505361,-0.63877059591357610024,0.089266627998877481898,-0.00087455734071435395609,1.7832535718099811195,0.34708516500874697641,0.70452847131910223411,0.067565888828366532648,0.1371277924547103233,0.27835917759367473368
168,9.1991558130215989825e-07,0.0060332750099179946468,1.4613480349738694475,0.21057501073955794957,1.7534096353225943066,0.88157370644047972075,-0.42308224462433080548,0.19288365412710953284,0.018838376195121749046,2.1355490174158759942,0.30772288921302409781,2.5623410482785797804,0.044351898669952045939,0.36922396635441095958,3.0744560490760952653
169,7.3142681061568691588e-07,0.0055893429188642014885,1.482700606084210726,0.13211154215986364857,0.51720802346388139448,0.16115968086109053181,-0.23765375718506509539,0.31597986221394663842,0.19571872724417083145,2.1984107540661166347,0.1958818972039131634,0.76686473384882070103,0.017463111259635365202,0.068329002757866977302,0.26751292853801184046
170,3.1807830648720882633e-06,0.0091232269887942044062,1.4973319880365574264,0.15626379518668964685,0.75898283927255016934,0.034831532748504423491,-0.40888672328592012839,0.075624444436849652673,0.030050546211460638091,2.2420253410425843299,0.23397663003423133099,1.1364551091121186666,0.024437973317033467174,0.11859484286495572403,0.57607514228906586684
171,1.703368478311972941e-05,0.015961486402756356467,1.7343266660880198859,0.57398764918405420499,0.84607412515634083938,0.4587803929798028868,0.0010885864698651575265,-0.031363423822570617172,-0.021416440365897928405,3.0079567811894207807,0.99547981272039876011,1.4673671071134650745,0.32950341967015861488,0.48564651267640063237,0.71589874306459522213
172,3.9846555061937650376e-06,0.0098348420709464760142,1.2894839905694510662,0.25271368817073641688,2.0002900111444383846,0.68183170766119760575,-0.50347406875781897106,0.054399465529697196842,-0.048467441355127781344,1.662786594417431596,0.32587042730101833943,2.5793429021626814723,0.063886081364857488785,0.5054965878060796447,4.0011871675266563742
173,1.1787116885837139951e-06,0.006552992340015965575,1.4586518496143563439,0.13574512586093273603,0.74453455484704200718,0.052901476535452844618,-0.1621718594134475,-0.052710443673378577778,0.095993685170254125505,2.1276760108424657147,0.1980056422355860879,1.0860167404295817395,0.01843589200945441528,0.10106528225489691541,0.55434381263031917708
174,2.9757654126623402228e-06,0.0089228452449954184789,1.3152985623070332366,0.21877025198609151291,1.7882388240221809284,0.29302525693391090478,-0.10043875384818506946,0.2002713351230296368,0.058387778726315411881,1.7300337152637514926,0.28775276616506467731,2.3520651306078894649,0.047879188752590978728,0.39121928226882168866,3.1978163099869556518
175,2.336136622255473642e-06,0.0082313274014497068987,1.4172534673427426011,0.098540802479608419207,1.4982933047800433002,0.053910270216688045697,-0.26436105978692564511,-0.010057607261135352583,0.10592645134789858974,2.0086266797772811543,0.13965796924438006466,2.1234618802369022994,0.0097238430743545687523,0.14764126392283644096,2.2448988641031859537
176,2.068344959305757182e-06,0.0079039609813533247967,1.5251614356935521144,0.15398482615676184482,0.70078179684042662956,0.17373066397019379381,-0.0092777692254153356494,-0.14763932879976604529,0.089024663459486244599,2.3261363467756259737,0.2348517678656495411,1.0688090642852432488,0.023724614181892228482,0.10790743500859877047,0.49110919841428302135
177,5.3549936511486182029e-07,0.0050375973324497331021,1.5830487343399890499,0.28610312308879604082,0.77152797544552842446,0.29344213038005900751,0.30777106739983056682,0.14580033694382701914,0.077804464192149563884,2.5060504834524541806,0.45291503980690717146,1.221366676887607472,0.081862218151090140883,0.22073693603678271047,0.5952628404462784184
178,1.4797198377321492952e-06,0.0070690919214946709367,1.5532710145667090185,0.36292035073086104102,1.7220379721104648318,0.11042898639708211006,-0.075807040937815040049,0.15886263002996109384,0.035547541430752421787,2.4126638873678349917,0.56371428886195185104,2.6747906910843060047,0.13172446829544176561,0.62496195976127710825,2.965426299386823672
179,2.5880576911796046447e-06,0.0085171660558495711213,1.574492124922003855,0.24362402441049216262,0.68840160814676709666,0.36305415945167412994,0.11884552554343207065,-0.24039262741351777319,0.086043036196151737038,2.4790434598297843571,0.3835842858271626965,1.0838862054106144228,0.05937027934101290344,0.16771173770508021605,0.47391288617559490515
180,2.7069676052784165468e-06,0.0086456599464974429048,1.8166690668792411234,0.51464545884354617744,0.34086043006083061035,0.27680824391231911852,0.065385686659868449966,0.096619811322964141431,0.047782753170614332416,3.3003044390867475322,0.93494389987458170754,0.619231454699933348,0.26487735829085679029,0.17542284997546622738,0.11620310659788997409
181,2.9436974267926141066e-06,0.0088906774185102989405,1.5866811622440557539,0.25287366391199972426,0.80389265628677786246,0.43183216311081695782,-0.21460522291804787209,0.006160014280942936564,-0.1787172225672127579,2.5175732835658326536,0.4012258127891549786,1.2755212925634342724,0.063965000061583482394,0.20328573717859510506,0.64626286788416376083
